normalized_label,country_count,variable_count,countries,variables,examples
source for future method,13,4,Burkina Faso | Camarões | Gana | Madagascar | Malaui | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Tanzânia | Zâmbia,s328 | s328a | v377 | v378,source for future method
source for hiv test cs alpha don t know source,1,1,Madagascar,s816fz,source for hiv test (cs alpha): don't know source
source for hiv test cs alpha family planning center fisa,1,1,Madagascar,s816fj,source for hiv test (cs alpha): family planning center /fisa
source for hiv test cs alpha govt health center category i,1,1,Madagascar,s816fd,source for hiv test (cs alpha): govt. health center category i
source for hiv test cs alpha govt health center category ii,1,1,Madagascar,s816fc,source for hiv test (cs alpha): govt. health center category ii
source for hiv test cs alpha govt hospital category i,1,1,Madagascar,s816fb,source for hiv test (cs alpha): govt. hospital category i
source for hiv test cs alpha govt hospital category ii,1,1,Madagascar,s816fa,source for hiv test (cs alpha): govt. hospital category ii
source for hiv test cs alpha kiosk,1,1,Madagascar,s816fn,source for hiv test (cs alpha): kiosk
source for hiv test cs alpha other,1,1,Madagascar,s816fx,source for hiv test (cs alpha): other
source for hiv test cs alpha other private medical,1,1,Madagascar,s816fk,source for hiv test (cs alpha): other private medical
source for hiv test cs alpha other public medical,1,1,Madagascar,s816fe,source for hiv test (cs alpha): other public medical
source for hiv test cs alpha pharmacy,1,1,Madagascar,s816fh,source for hiv test (cs alpha): pharmacy
source for hiv test cs alpha private doctor,1,1,Madagascar,s816fi,source for hiv test (cs alpha): private doctor
source for hiv test cs alpha private health center,1,1,Madagascar,s816fg,source for hiv test (cs alpha): private health center
source for hiv test cs alpha private hospital clinic,1,1,Madagascar,s816ff,"source for hiv test (cs alpha): private hospital, clinic"
source for hiv test cs alpha shop,1,1,Madagascar,s816fm,source for hiv test (cs alpha): shop
source for hiv test cs alpha traditional healer,1,1,Madagascar,s816fo,source for hiv test (cs alpha): traditional healer
source for hiv test cs alpha vbc health worker,1,1,Madagascar,s816fl,source for hiv test (cs alpha): vbc health worker
source for injection by hea,1,1,Congo (República Democrática),v479,source for injection by hea-na
source for injection by health worker,22,2,Angola | Benin | Congo (Brazzaville) | Costa do Marfim | Eswatini (Suazilândia) | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Serra Leoa | São Tomé e Príncipe | Tanzânia | Zimbábue | Zâmbia,s499c | v479,na - source for injection by health worker | source for injection by health worker
source for iron tablets community health center case de sante,1,6,Senegal,s421ad_1 | s421ad_2 | s421ad_3 | s421ad_4 | s421ad_5 | s421ad_6,"source for iron tablets: community health center (""case de santé"")"
source for iron tablets government case de sante,1,6,Senegal,s420ad_1 | s420ad_2 | s420ad_3 | s420ad_4 | s420ad_5 | s420ad_6,source for iron tablets: government case de santé
source for iron tablets government health center,1,12,Senegal,s420ab_1 | s420ab_2 | s420ab_3 | s420ab_4 | s420ab_5 | s420ab_6 | s421ab_1 | s421ab_2 | s421ab_3 | s421ab_4 | s421ab_5 | s421ab_6,source for iron tablets: government health center
source for iron tablets government health hut case de sante,1,6,Senegal,s420ad_1 | s420ad_2 | s420ad_3 | s420ad_4 | s420ad_5 | s420ad_6,source for iron tablets: government health hut (case de santé)
source for iron tablets government health post,1,12,Senegal,s420ac_1 | s420ac_2 | s420ac_3 | s420ac_4 | s420ac_5 | s420ac_6 | s421ac_1 | s421ac_2 | s421ac_3 | s421ac_4 | s421ac_5 | s421ac_6,source for iron tablets: government health post
source for iron tablets government hospital,1,12,Senegal,s420aa_1 | s420aa_2 | s420aa_3 | s420aa_4 | s420aa_5 | s420aa_6 | s421aa_1 | s421aa_2 | s421aa_3 | s421aa_4 | s421aa_5 | s421aa_6,source for iron tablets: government hospital
source for iron tablets health worker,1,12,Senegal,s420af_1 | s420af_2 | s420af_3 | s420af_4 | s420af_5 | s420af_6 | s421af_1 | s421af_2 | s421af_3 | s421af_4 | s421af_5 | s421af_6,source for iron tablets: health worker
source for iron tablets mobile clinic,1,12,Senegal,s420ae_1 | s420ae_2 | s420ae_3 | s420ae_4 | s420ae_5 | s420ae_6 | s421ae_1 | s421ae_2 | s421ae_3 | s421ae_4 | s421ae_5 | s421ae_6,source for iron tablets: mobile clinic
source for iron tablets other,1,12,Senegal,s420ax_1 | s420ax_2 | s420ax_3 | s420ax_4 | s420ax_5 | s420ax_6 | s421ax_1 | s421ax_2 | s421ax_3 | s421ax_4 | s421ax_5 | s421ax_6,source for iron tablets: other
source for iron tablets other private medical,1,12,Senegal,s420am_1 | s420am_2 | s420am_3 | s420am_4 | s420am_5 | s420am_6 | s421am_1 | s421am_2 | s421am_3 | s421am_4 | s421am_5 | s421am_6,source for iron tablets: other private medical
source for iron tablets other public,1,12,Senegal,s420ag_1 | s420ag_2 | s420ag_3 | s420ag_4 | s420ag_5 | s420ag_6 | s421ag_1 | s421ag_2 | s421ag_3 | s421ag_4 | s421ag_5 | s421ag_6,source for iron tablets: other public
source for iron tablets other source community worker,1,12,Senegal,s420aq_1 | s420aq_2 | s420aq_3 | s420aq_4 | s420aq_5 | s420aq_6 | s421aq_1 | s421aq_2 | s421aq_3 | s421aq_4 | s421aq_5 | s421aq_6,source for iron tablets: other source - community worker
source for iron tablets other source market,1,12,Senegal,s420ap_1 | s420ap_2 | s420ap_3 | s420ap_4 | s420ap_5 | s420ap_6 | s421ap_1 | s421ap_2 | s421ap_3 | s421ap_4 | s421ap_5 | s421ap_6,source for iron tablets: other source - market
source for iron tablets other source shop,1,12,Senegal,s420an_1 | s420an_2 | s420an_3 | s420an_4 | s420an_5 | s420an_6 | s421an_1 | s421an_2 | s421an_3 | s421an_4 | s421an_5 | s421an_6,source for iron tablets: other source - shop
source for iron tablets other source traditional practitioner,1,12,Senegal,s420ao_1 | s420ao_2 | s420ao_3 | s420ao_4 | s420ao_5 | s420ao_6 | s421ao_1 | s421ao_2 | s421ao_3 | s421ao_4 | s421ao_5 | s421ao_6,source for iron tablets: other source - traditional practitioner
source for iron tablets private doctor,1,12,Senegal,s420aj_1 | s420aj_2 | s420aj_3 | s420aj_4 | s420aj_5 | s420aj_6 | s421aj_1 | s421aj_2 | s421aj_3 | s421aj_4 | s421aj_5 | s421aj_6,source for iron tablets: private doctor
source for iron tablets private health worker,1,12,Senegal,s420al_1 | s420al_2 | s420al_3 | s420al_4 | s420al_5 | s420al_6 | s421al_1 | s421al_2 | s421al_3 | s421al_4 | s421al_5 | s421al_6,source for iron tablets: private health worker
source for iron tablets private hospital clinic,1,12,Senegal,s420ah_1 | s420ah_2 | s420ah_3 | s420ah_4 | s420ah_5 | s420ah_6 | s421ah_1 | s421ah_2 | s421ah_3 | s421ah_4 | s421ah_5 | s421ah_6,source for iron tablets: private hospital/clinic
source for iron tablets private mobile clinic,1,12,Senegal,s420ak_1 | s420ak_2 | s420ak_3 | s420ak_4 | s420ak_5 | s420ak_6 | s421ak_1 | s421ak_2 | s421ak_3 | s421ak_4 | s421ak_5 | s421ak_6,source for iron tablets: private mobile clinic
source for iron tablets private pharmacy,1,12,Senegal,s420ai_1 | s420ai_2 | s420ai_3 | s420ai_4 | s420ai_5 | s420ai_6 | s421ai_1 | s421ai_2 | s421ai_3 | s421ai_4 | s421ai_5 | s421ai_6,source for iron tablets: private pharmacy
source for last method,1,1,Sudão,s315i,source for last method
source for malaria message community events,1,1,Mali,s127e,source for malaria message: community events
source for malaria message community health worker,1,1,Mali,s127d,source for malaria message: community health worker
source for malaria message friend neighbor family church mosque,1,1,Mali,s127k,source for malaria message: friend/ neighbor/ family/ church/ mosque
source for malaria message health worker,1,1,Mali,s127g,source for malaria message: health worker
source for malaria message hospital health facility,1,1,Mali,s127i,source for malaria message: hospital/ health facility
source for malaria message internet telephone messages,1,1,Mali,s127l,source for malaria message: internet/ telephone messages
source for malaria message ngo animator,1,1,Mali,s127f,source for malaria message: ngo animator
source for malaria message other,1,1,Mali,s127x,source for malaria message: other
source for malaria message public criers village market,1,1,Mali,s127h,source for malaria message: public criers/ village/ market
source for malaria message radio,1,1,Mali,s127a,source for malaria message: radio
source for malaria message school teachers,1,1,Mali,s127j,source for malaria message: school/ teachers
source for malaria message television,1,1,Mali,s127b,source for malaria message: television
source for malaria message wall poster,1,1,Mali,s127c,source for malaria message: wall poster
source for method by type,9,15,Burundi | Gana | Libéria | Mali | Quênia | Senegal | Sudão | Togo | Zimbábue,v307_01 | v307_02 | v307_03 | v307_04 | v307_05 | v307_06 | v307_07 | v307_08 | v307_09 | v307_10 | v307_11 | v307_12 | v307_13 | v307_14 | v307_15,source for method by type
source for more info on aids,1,1,Guiné,s802a,source for more info on aids
source for mosquito net for family community health worker,1,1,Madagascar,s530g,source for mosquito net for family: community health worker
source for mosquito net for family don t know,1,1,Madagascar,s530z,source for mosquito net for family: don't know
source for mosquito net for family fokotany community,1,1,Madagascar,s530k,source for mosquito net for family: fokotany/community
source for mosquito net for family friends family,1,1,Madagascar,s530j,source for mosquito net for family: friends/family
source for mosquito net for family health center i,1,1,Madagascar,s530b,source for mosquito net for family: health center i
source for mosquito net for family health center ii,1,1,Madagascar,s530a,source for mosquito net for family: health center ii
source for mosquito net for family kiosk,1,1,Madagascar,s530i,source for mosquito net for family: kiosk
source for mosquito net for family other,1,1,Madagascar,s530x,source for mosquito net for family: other
source for mosquito net for family pharmacy medicine shop,1,1,Madagascar,s530e,source for mosquito net for family: pharmacy/medicine shop
source for mosquito net for family private doctor,1,1,Madagascar,s530f,source for mosquito net for family: private doctor
source for mosquito net for family private health center,1,1,Madagascar,s530d,source for mosquito net for family: private health center
source for mosquito net for family private hospital clinic,1,1,Madagascar,s530c,source for mosquito net for family: private hospital/clinic
source for mosquito net for family shop,1,1,Madagascar,s530h,source for mosquito net for family: shop
source for mosquito net for pregnant women community health worker,1,1,Madagascar,s531g,source for mosquito net for pregnant women: community health worker
source for mosquito net for pregnant women don t know,1,1,Madagascar,s531z,source for mosquito net for pregnant women: don't know
source for mosquito net for pregnant women fokotany community,1,1,Madagascar,s531k,source for mosquito net for pregnant women: fokotany/community
source for mosquito net for pregnant women friends family,1,1,Madagascar,s531j,source for mosquito net for pregnant women: friends/family
source for mosquito net for pregnant women health center i,1,1,Madagascar,s531b,source for mosquito net for pregnant women: health center i
source for mosquito net for pregnant women health center ii,1,1,Madagascar,s531a,source for mosquito net for pregnant women: health center ii
source for mosquito net for pregnant women kiosk,1,1,Madagascar,s531i,source for mosquito net for pregnant women: kiosk
source for mosquito net for pregnant women other,1,1,Madagascar,s531x,source for mosquito net for pregnant women: other
source for mosquito net for pregnant women pharmacy medicine shop,1,1,Madagascar,s531e,source for mosquito net for pregnant women: pharmacy/medicine shop
source for mosquito net for pregnant women private doctor,1,1,Madagascar,s531f,source for mosquito net for pregnant women: private doctor
source for mosquito net for pregnant women private health center,1,1,Madagascar,s531d,source for mosquito net for pregnant women: private health center
source for mosquito net for pregnant women private hospital clinic,1,1,Madagascar,s531c,source for mosquito net for pregnant women: private hospital/clinic
source for mosquito net for pregnant women shop,1,1,Madagascar,s531h,source for mosquito net for pregnant women: shop
source for mosquito net friend family member,1,1,Madagascar,s434j,"Source for mosquito net : Friend, family member | source for mosquito net : friend, family member"
source for mosquito net health center level i,1,1,Madagascar,s434b,Source for mosquito net : Health center level I | source for mosquito net : health center level i
source for mosquito net health center level ii,1,1,Madagascar,s434a,Source for mosquito net : Health center level II | source for mosquito net : health center level ii
source for mosquito net kiosk,1,1,Madagascar,s434i,Source for mosquito net : Kiosk | source for mosquito net : kiosk
source for mosquito net mid distribution campaign,1,1,Madagascar,s434k,source for mosquito net : mid distribution campaign
source for mosquito net other,1,1,Madagascar,s434x,Source for mosquito net : Other | source for mosquito net : other
source for mosquito net private doctor,1,1,Madagascar,s434f,Source for mosquito net : Private doctor | source for mosquito net : private doctor
source for mosquito net private health center,1,1,Madagascar,s434d,Source for mosquito net : Private health center | source for mosquito net : private health center
source for mosquito net private hospital clinic,1,1,Madagascar,s434c,Source for mosquito net : Private hospital/ clinic | source for mosquito net : private hospital/ clinic
source for mosquito net private pharmacy,1,1,Madagascar,s434e,Source for mosquito net : Private pharmacy | source for mosquito net : private pharmacy
source for mosquito net shop,1,1,Madagascar,s434h,Source for mosquito net : Shop | source for mosquito net : shop
source for mosquito net vbc worker,1,1,Madagascar,s434g,Source for mosquito net : VBC worker | source for mosquito net : vbc worker
source for ors the first time,1,1,Camarões,s472,source for ors the first time
source for past users by type,9,1,Burundi | Gana | Libéria | Mali | Quênia | Senegal | Sudão | Togo | Zimbábue,v333,source for past users by type
source for the last loan,1,1,Camarões,s1411,source for the last loan
source friends relat neighbor,1,1,Tanzânia,s805l,source:friends/relat/neighbor
source health center,1,1,Tanzânia,s805c,source:health center
source injection,1,1,Sudão,s222b,source injection
source known for any meth,2,2,Namíbia | Ruanda,v379 | v380,source known for any meth - na
source known for any metho,1,2,Mali,v379 | v380,source known for any metho-na
source known for any method,36,4,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul,sv379 | sv380 | v379 | v380,na -  source known for any method | na - source known for any method | na-source known for any method | source known for any method | source known for any method - na | source known for any method na | source known for any method {na} | source known for any method-na
source known for any method modified home delivery cbd,1,1,Quênia,v380,"source known for any method ** modified home delivery/cbd"""
source known for method,19,15,Burkina Faso | Burundi | Camarões | Gana | Libéria | Madagascar | Malaui | Mali | Namíbia | Nigéria | Níger | Quênia | Ruanda | Senegal | Sudão | Tanzânia | Togo | Zimbábue | Zâmbia,v306_01 | v306_02 | v306_03 | v306_04 | v306_05 | v306_06 | v306_07 | v306_08 | v306_09 | v306_10 | v306_11 | v306_12 | v306_13 | v306_14 | v306_15,source known for method | source known for method - na
source knows no source,1,1,Tanzânia,s805z,source:knows no source
source malaria message billboard,1,1,Tanzânia,s509b,source malaria message: billboard
source malaria message community event presentation,1,1,Tanzânia,s509j,source malaria message: community event/presentation
source malaria message don t know,1,1,Tanzânia,s509z,source malaria message: don't know
source malaria message friend neighbor family member,1,1,Tanzânia,s509k,source malaria message: friend/neighbor/family member
source malaria message health care worker,1,1,Tanzânia,s509i,source malaria message: health care worker
source malaria message leaflet fact sheet brochure,1,1,Tanzânia,s509e,source malaria message: leaflet/fact sheet/brochure
source malaria message mobile video unit,1,1,Tanzânia,s509g,source malaria message: mobile video unit
source malaria message other,1,1,Tanzânia,s509x,source malaria message: other
source malaria message poster,1,1,Tanzânia,s509c,source malaria message: poster
source malaria message radio,1,1,Tanzânia,s509a,source malaria message: radio
source malaria message school,1,1,Tanzânia,s509h,source malaria message: school
source malaria message t shirt,1,1,Tanzânia,s509d,source malaria message: t-shirt
source malaria message television,1,1,Tanzânia,s509f,source malaria message: television
source obtained condoms last time had sex,1,1,Congo (República Democrática),s548,source obtained condoms last time had sex
source of a potential loss of property rights,1,2,Camarões,s925b | s928d,source of a potential loss of property rights
source of advert on the use of acts malaria medicines billboard,1,1,Gana,s1214be,source of advert on the use of acts/ malaria medicines: billboard
source of advert on the use of acts malaria medicines don t know,1,1,Gana,s1214bz,source of advert on the use of acts/ malaria medicines: don't know
source of advert on the use of acts malaria medicines health care provider cs,1,1,Gana,s1214bg,source of advert on the use of acts/ malaria medicines: health care provider (cs
source of advert on the use of acts malaria medicines health facility cs,1,1,Gana,s1214bf,source of advert on the use of acts/ malaria medicines: health facility (cs)
source of advert on the use of acts malaria medicines newspaper magazine,1,1,Gana,s1214bc,source of advert on the use of acts/ malaria medicines: newspaper/ magazine
source of advert on the use of acts malaria medicines other,1,1,Gana,s1214bx,source of advert on the use of acts/ malaria medicines: other
source of advert on the use of acts malaria medicines pharmacy drugstore cs,1,1,Gana,s1214bh,source of advert on the use of acts/ malaria medicines: pharmacy/ drugstore (cs)
source of advert on the use of acts malaria medicines poster leaflets,1,1,Gana,s1214bd,source of advert on the use of acts/ malaria medicines: poster/ leaflets
