normalized_label,country_count,variable_count,countries,variables,examples
literacy,38,92,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),mv108 | mv155 | s105 | s110 | s111 | s114 | sh20a | sh20a_01 | sh20a_02 | sh20a_03 | sh20a_04 | sh20a_05 | sh20a_06 | sh20a_07 | sh20a_08 | sh20a_09 | sh20a_10 | sh20a_11 | sh20a_12 | sh20a_13 | sh20a_14 | sh20a_15 | sh20a_16 | sh20a_17 | sh20a_18 | sh20a_19 | sh20a_20 | sh20a_21 | sh20a_22 | sh20a_23 | sh20a_24 | sh20a_25 | sh20a_26 | sh20a_27 | sh20a_28 | sh20a_29 | sh20a_30 | sh20a_31 | sh20a_32 | sh20a_33 | sh20a_34 | sh20a_35 | sh20a_36 | sh20a_37 | sh20a_38 | sh20a_39 | sh20a_40 | sh20a_41 | sh20a_42 | sh20a_43 | sh20b | sh20b_01 | sh20b_02 | sh20b_03 | sh20b_04 | sh20b_05 | sh20b_06 | sh20b_07 | sh20b_08 | sh20b_09 | sh20b_10 | sh20b_11 | sh20b_12 | sh20b_13 | sh20b_14 | sh20b_15 | sh20b_16 | sh20b_17 | sh20b_18 | sh20b_19 | sh20b_20 | sh20b_21 | sh20b_22 | sh20b_23 | sh20b_24 | sh20b_25 | sh20b_26 | sh20b_27 | sh20b_28 | sh20b_29 | sh20b_30 | sh20b_31 | sh20b_32 | sh20b_33 | sh20b_34 | sh20b_35 | shv108 | sm110 | sm113 | sm114 | v108 | v155,Literacy | NA - Literacy | literacy | literacy                    na | literacy                   -na | literacy                  - na | literacy - na | literacy -na
living children at first use,38,5,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),q306a | q606 | sm308 | v310 | w307,Living children at first use | NA - Living children at first use | NA-Living children at first use | living children at first use | na - living children at first use | na-living children at first use
main floor material,38,5,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),hv213 | qh117 | smh117 | v127 | va1419,Main floor material | main floor material | main floor material         na
main roof material,38,8,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),hv215 | qh115 | qh118 | sh37 | sm128b | smh118 | v129 | va1420,Main roof material | main roof material | main roof material          na | main roof material          na! | main roof material         -na | main roof material        - na | main roof material        - na! | main roof material        -na
main wall material,38,7,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),hv214 | qh116 | qh119 | sh38 | smh119 | v128 | va1421,Main wall material | main wall material | main wall material          na | main wall material          na! | main wall material         -na | main wall material        - na | main wall material        - na! | main wall material        -na
measles day,38,14,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),h9d | h9d_1 | h9d_2 | h9d_3 | h9d_4 | h9d_5 | h9d_6 | s4md | s4md_1 | s4md_2 | s4md_3 | s4md_4 | s4md_5 | s4md_6,MEASLES day | NA - MEASLES day | measles day | measles day - na | na - measles day
measles month,38,14,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),h9m | h9m_1 | h9m_2 | h9m_3 | h9m_4 | h9m_5 | h9m_6 | s4mm | s4mm_1 | s4mm_2 | s4mm_3 | s4mm_4 | s4mm_5 | s4mm_6,MEASLES month | NA - MEASLES month | measles month | measles month - na | na - measles month
measles year,38,14,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),h9y | h9y_1 | h9y_2 | h9y_3 | h9y_4 | h9y_5 | h9y_6 | s4my | s4my_1 | s4my_2 | s4my_3 | s4my_4 | s4my_5 | s4my_6,MEASLES year | NA - MEASLES year | measles year | measles year - na | na - measles year
measurer s code,38,3,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),mnv420 | s1111a | v420,"Measurer's code | NA - Measurer's code | NA-Measurer's code | [na] measurer's code | measurer""s code | measurer's code | measurer's code             na | measurer's code            -na"
menstruated in last six weeks,38,1,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),v216,Menstruated in last six weeks | NA - Menstruated in last six weeks | menstruated in last six weeks | na - menstruated in last six weeks
month of birth,38,234,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),b1 | b1_01 | b1_02 | b1_03 | b1_04 | b1_05 | b1_06 | b1_07 | b1_08 | b1_09 | b1_1 | b1_10 | b1_11 | b1_12 | b1_13 | b1_14 | b1_15 | b1_16 | b1_17 | b1_18 | b1_19 | b1_2 | b1_20 | b1_21 | b1_3 | hc30 | hc30_01 | hc30_02 | hc30_03 | hc30_04 | hc30_05 | hc30_06 | hc30_07 | hc30_08 | hc30_09 | hc30_1 | hc30_10 | hc30_11 | hc30_12 | hc30_13 | hc30_14 | hc30_15 | hc30_16 | hc30_17 | hc30_18 | hc30_19 | hc30_2 | hc30_20 | hc30_21 | hc30_22 | hc30_23 | hc30_24 | hc30_25 | hc30_26 | hc30_3 | hc30_4 | hc30_5 | hc30_6 | hc30_7 | hc30_8 | hc30_9 | hvc30 | hvc30_1 | hvc30_2 | hvc30_3 | hvc30_4 | hvc30_5 | hvc30_6 | hvc30_7 | hvc30_8 | mhc30 | mhc30_01 | mhc30_02 | mhc30_03 | mhc30_04 | mhc30_05 | mhc30_06 | mhc30_07 | mhc30_08 | mhc30_09 | mhc30_1 | mhc30_10 | mhc30_2 | mhc30_3 | mhc30_4 | mv009 | p220m | p220m_01 | p220m_02 | p220m_03 | p220m_04 | p220m_05 | p220m_06 | p220m_07 | p220m_08 | p220m_09 | p220m_10 | p220m_11 | p220m_12 | p220m_13 | p220m_14 | q101m | q102m | q103m | q105m | q224m_01 | q224m_02 | q224m_03 | q224m_04 | q224m_05 | q224m_06 | q224m_07 | q224m_08 | q224m_09 | q224m_10 | q224m_11 | q224m_12 | q224m_13 | q224m_14 | q224m_15 | q224m_16 | s212m | s220m | s220m_01 | s220m_02 | s220m_03 | s220m_04 | s220m_05 | s220m_06 | s220m_07 | s220m_08 | s220m_09 | s220m_10 | s220m_11 | s220m_12 | s220m_13 | s220m_14 | s220m_15 | s220m_16 | s220m_17 | s220m_18 | s220m_19 | s220m_20 | s225dm | s225dm_01 | s225dm_02 | s225dm_03 | s225dm_04 | s225dm_05 | s225dm_06 | s225dm_07 | s225dm_08 | s225dm_09 | s225dm_10 | s225dm_11 | s225dm_12 | s225dm_13 | s225dm_14 | s225dm_15 | s225dm_16 | s225dm_17 | s225dm_18 | s225dm_19 | s225dm_20 | sh06am | sh06am_01 | sh06am_02 | sh06am_03 | sh06am_04 | sh06am_05 | sh06am_06 | sh06am_07 | sh06am_08 | sh06am_09 | sh06am_10 | sh06am_11 | sh06am_12 | sh06am_13 | sh06am_14 | sh06am_15 | sh06am_16 | sh06am_17 | sh06am_18 | sh06am_19 | sh06am_20 | sh06am_21 | sh06am_22 | sh06am_23 | sh06am_24 | sh07m | sh07m_01 | sh07m_02 | sh07m_03 | sh07m_04 | sh07m_05 | sh07m_06 | sh07m_07 | sh07m_08 | sh07m_09 | sh07m_10 | sh07m_11 | sh07m_12 | sh07m_13 | sh07m_14 | sh07m_15 | sh07m_16 | sh07m_17 | sh07m_18 | sh07m_19 | sh07m_20 | sh07m_21 | sh07m_22 | sh07m_23 | sh07m_24 | sh103m | sh19 | sh19_1 | sh19_2 | sh19_3 | shh4m | shh4m_1 | shh4m_2 | shh4m_3 | shh4m_4 | shh4m_5 | shh4m_6 | shh4m_7 | shh4m_8 | sm102m | sm104m | smq102m | va102m | va303m | w105m,Month of birth | month of birth
month of interview,38,31,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),cintm | hhintm | hmonth | hv006 | mv006 | qintm | sbintm | sbintm_01 | sbintm_02 | sbintm_03 | sbintm_04 | sbintm_05 | sbintm_06 | sbintm_07 | sbintm_08 | sbintm_09 | sbintm_10 | sbintm_11 | sbintm_12 | sbintm_13 | sbintm_14 | sbintm_15 | sbintm_16 | shmonth | shv006 | sintm | smintm | v006 | va006 | vah006 | wintm,Month of interview | month of interview
months of abstinence,38,8,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),m9 | m9_1 | m9_2 | m9_3 | m9_4 | m9_5 | m9_6 | v537,Months of abstinence | NA - Months of abstinence | months of abstinence | months of abstinence      - na | na - months of abstinence
months of amenorrhea,38,7,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),m7 | m7_1 | m7_2 | m7_3 | m7_4 | m7_5 | m7_6,Months of amenorrhea | NA - Months of amenorrhea | months of amenorrhea | na - months of amenorrhea
months of breastfeeding,38,7,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),m5 | m5_1 | m5_2 | m5_3 | m5_4 | m5_5 | m5_6,Months of breastfeeding | NA - Months of breastfeeding | months of breastfeeding | na - months of breastfeeding
number of household members,38,4,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),hv009 | mv136 | v136 | vah009,Number of HOUSEHOLD members | Number of household members | number of household members
number of living children,38,2,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),mv218 | v218,NA - Number of living children | Number of living children | na - number of living children | number of living children
number of other wives,38,5,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),q409 | s505 | s508 | v505 | w407,Number of other wives | na - number of other wives | number of other wives | number of other wives     - na
number of unions,38,2,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),mv503 | v503,Number of unions | na - number of unions | na-number of unions | number of unions | number of unions            na | number of unions          - na | number of unions - na
number of visits,38,27,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),hv017 | mv027 | sbvisits | sbvisits_01 | sbvisits_02 | sbvisits_03 | sbvisits_04 | sbvisits_05 | sbvisits_06 | sbvisits_07 | sbvisits_08 | sbvisits_09 | sbvisits_10 | sbvisits_11 | sbvisits_12 | sbvisits_13 | sbvisits_14 | sbvisits_15 | sbvisits_16 | shv804 | shvisits | smvisits | v027 | v804 | va027 | va1311v | vah017,Number of visits | na - number of visits | number of visits
parity at sterilization,38,1,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),v322,Parity at sterilization | na - parity at sterilization | parity at sterilization | parity at sterilization    -na
pattern of use,38,2,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),mv361 | v361,Pattern of use | na - pattern of use | pattern of use | pattern of use             -na
polio 1 day,38,28,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),h4d | h4d_1 | h4d_2 | h4d_3 | h4d_4 | h4d_5 | h4d_6 | s4p1d | s4p1d_1 | s4p1d_2 | s4p1d_3 | s4p1d_4 | s4p1d_5 | s4p1d_6 | sd104p1 | sd104p1_1 | sd104p1_2 | sd104p1_3 | sd104p1_4 | sd104p1_5 | sd104p1_6 | sd1508p1 | sd1508p1_1 | sd1508p1_2 | sd1508p1_3 | sd1508p1_4 | sd1508p1_5 | sd1508p1_6,NA - POLIO 1 day | POLIO 1 day | na - polio 1 day | polio 1 day | polio 1 day - na
polio 1 month,38,28,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),h4m | h4m_1 | h4m_2 | h4m_3 | h4m_4 | h4m_5 | h4m_6 | s4p1m | s4p1m_1 | s4p1m_2 | s4p1m_3 | s4p1m_4 | s4p1m_5 | s4p1m_6 | sm104p1 | sm104p1_1 | sm104p1_2 | sm104p1_3 | sm104p1_4 | sm104p1_5 | sm104p1_6 | sm1508p1 | sm1508p1_1 | sm1508p1_2 | sm1508p1_3 | sm1508p1_4 | sm1508p1_5 | sm1508p1_6,NA - POLIO 1 month | POLIO 1 month | na - polio 1 month | polio 1 month | polio 1 month - na
polio 1 year,38,28,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),h4y | h4y_1 | h4y_2 | h4y_3 | h4y_4 | h4y_5 | h4y_6 | s4p1y | s4p1y_1 | s4p1y_2 | s4p1y_3 | s4p1y_4 | s4p1y_5 | s4p1y_6 | sy104p1 | sy104p1_1 | sy104p1_2 | sy104p1_3 | sy104p1_4 | sy104p1_5 | sy104p1_6 | sy1508p1 | sy1508p1_1 | sy1508p1_2 | sy1508p1_3 | sy1508p1_4 | sy1508p1_5 | sy1508p1_6,NA - POLIO 1 year | POLIO 1 year | na - polio 1 year | polio 1 year | polio 1 year - na
polio 2 day,38,28,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),h6d | h6d_1 | h6d_2 | h6d_3 | h6d_4 | h6d_5 | h6d_6 | s4p2d | s4p2d_1 | s4p2d_2 | s4p2d_3 | s4p2d_4 | s4p2d_5 | s4p2d_6 | sd104p2 | sd104p2_1 | sd104p2_2 | sd104p2_3 | sd104p2_4 | sd104p2_5 | sd104p2_6 | sd1508p2 | sd1508p2_1 | sd1508p2_2 | sd1508p2_3 | sd1508p2_4 | sd1508p2_5 | sd1508p2_6,NA - POLIO 2 day | POLIO 2 day | na - polio 2 day | polio 2 day | polio 2 day - na
polio 2 month,38,28,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),h6m | h6m_1 | h6m_2 | h6m_3 | h6m_4 | h6m_5 | h6m_6 | s4p2m | s4p2m_1 | s4p2m_2 | s4p2m_3 | s4p2m_4 | s4p2m_5 | s4p2m_6 | sm104p2 | sm104p2_1 | sm104p2_2 | sm104p2_3 | sm104p2_4 | sm104p2_5 | sm104p2_6 | sm1508p2 | sm1508p2_1 | sm1508p2_2 | sm1508p2_3 | sm1508p2_4 | sm1508p2_5 | sm1508p2_6,NA - POLIO 2 month | POLIO 2 month | na - polio 2 month | polio 2 month | polio 2 month - na
polio 2 year,38,28,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),h6y | h6y_1 | h6y_2 | h6y_3 | h6y_4 | h6y_5 | h6y_6 | s4p2y | s4p2y_1 | s4p2y_2 | s4p2y_3 | s4p2y_4 | s4p2y_5 | s4p2y_6 | sy104p2 | sy104p2_1 | sy104p2_2 | sy104p2_3 | sy104p2_4 | sy104p2_5 | sy104p2_6 | sy1508p2 | sy1508p2_1 | sy1508p2_2 | sy1508p2_3 | sy1508p2_4 | sy1508p2_5 | sy1508p2_6,NA - POLIO 2 year | POLIO 2 year | na - polio 2 year | polio 2 year | polio 2 year - na
polio 3 day,38,28,Angola | Benin | Burkina Faso | Burundi | Camarões | Chade | Comores | Congo (Brazzaville) | Congo (República Democrática) | Costa do Marfim | Eswatini (Suazilândia) | Etiópia | Gabão | Gana | Guiné | Gâmbia | Lesoto | Libéria | Madagascar | Malaui | Mali | Moçambique | Namíbia | Nigéria | Níger | Quênia | República Centro-Africana | Ruanda | Senegal | Serra Leoa | Sudão | São Tomé e Príncipe | Tanzânia | Togo | Zimbábue | Zâmbia | África do Sul | África do Sul (Histórico/Outro),h8d | h8d_1 | h8d_2 | h8d_3 | h8d_4 | h8d_5 | h8d_6 | s4p3d | s4p3d_1 | s4p3d_2 | s4p3d_3 | s4p3d_4 | s4p3d_5 | s4p3d_6 | sd104p3 | sd104p3_1 | sd104p3_2 | sd104p3_3 | sd104p3_4 | sd104p3_5 | sd104p3_6 | sd1508p3 | sd1508p3_1 | sd1508p3_2 | sd1508p3_3 | sd1508p3_4 | sd1508p3_5 | sd1508p3_6,NA - POLIO 3 day | POLIO 3 day | na - polio 3 day | polio 3 day | polio 3 day - na
